Power(V),5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,
Wavelength(nm),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),Irradiance(W/m2/um),
695.00,829.53,827.19,831.04,827.72,830.64,840.34,830.74,879.19,923.20,889.01,843.39,861.59,876.97,668.27,538.59,716.02,925.73,859.15,700.35,451.95,842.68,854.61,806.04,883.35,805.45,833.98,851.89,432.97,535.24,857.54,851.37,862.61,925.12,903.78,994.42,1041.47,517.04,506.41,507.63,365.96,438.51,429.90,570.46,
696.00,833.47,827.50,832.54,833.57,836.96,841.27,835.64,881.57,926.28,894.64,846.32,866.16,882.39,672.72,543.21,720.52,932.56,861.94,707.68,454.26,845.18,857.51,812.10,888.46,812.20,839.02,854.64,433.75,536.33,861.12,857.01,865.12,929.98,905.62,999.97,1046.75,517.52,507.02,510.32,368.66,440.78,432.39,572.88,
697.00,836.10,830.36,833.50,836.11,839.77,843.42,839.76,886.27,930.69,903.51,850.74,869.01,882.62,675.15,544.51,723.21,935.40,865.37,709.12,455.68,845.53,860.66,814.15,892.02,817.81,843.94,857.54,435.82,537.72,863.28,859.62,869.04,933.30,909.27,1004.38,1050.35,515.78,509.51,511.59,369.56,443.35,434.36,573.99,
698.00,837.83,832.30,836.11,837.83,841.31,843.02,838.56,890.97,930.95,903.51,852.17,866.63,884.92,675.17,544.31,718.32,935.40,864.70,706.33,455.55,849.95,860.14,813.89,892.56,822.10,846.01,859.74,435.54,537.69,864.83,860.67,870.55,935.29,910.11,1006.85,1051.39,517.31,510.47,511.45,369.91,444.88,435.22,575.38,
699.00,835.79,833.21,830.93,840.02,840.44,845.31,838.97,888.81,931.78,903.03,849.44,866.44,882.10,673.39,544.88,717.46,935.78,862.53,707.08,454.90,853.87,862.01,814.06,892.70,822.71,842.93,859.40,431.68,532.95,864.27,861.35,867.27,936.42,908.51,1008.03,1054.27,517.16,509.71,510.67,370.54,444.03,434.64,574.65,
700.00,835.42,833.67,829.24,836.91,842.57,843.49,838.93,887.48,931.39,901.79,848.29,865.26,875.22,672.00,543.23,717.89,934.23,861.07,709.52,454.60,849.02,862.60,813.10,889.99,820.22,837.40,858.50,430.53,531.33,860.85,858.99,865.44,934.47,906.65,1007.91,1056.40,516.14,511.86,508.10,369.66,443.79,434.75,572.85,
701.00,836.61,835.03,830.48,836.71,841.90,847.29,835.24,885.80,932.19,901.03,846.13,862.94,872.25,671.39,542.65,718.76,932.82,861.71,710.91,454.55,849.39,861.61,815.46,889.83,817.70,835.49,857.79,433.13,534.49,862.17,860.84,867.10,935.90,906.98,1011.74,1058.44,514.29,512.19,507.25,370.10,444.26,433.85,573.68,
702.00,839.54,836.15,831.00,837.27,840.14,845.24,835.03,885.26,932.64,900.69,845.89,865.30,876.12,671.76,545.08,719.75,935.47,865.26,712.27,456.37,851.55,862.98,816.18,889.24,815.57,833.88,860.10,432.65,534.80,869.27,861.28,866.41,936.64,905.25,1015.32,1058.77,516.51,513.70,506.25,371.21,445.87,434.23,574.40,
703.00,840.31,834.75,830.55,838.11,842.44,843.28,836.50,887.72,937.19,901.10,848.92,869.73,875.69,670.92,545.53,723.05,937.52,864.11,710.97,457.32,852.28,863.98,814.43,893.01,809.85,834.42,861.85,432.86,535.18,867.93,861.45,867.67,939.90,908.09,1013.69,1062.98,519.21,516.93,506.20,371.64,446.35,435.26,575.34,
704.00,843.29,834.46,831.82,837.69,845.14,842.69,837.02,886.16,937.52,904.59,849.48,873.34,878.01,674.00,546.92,730.45,937.11,865.69,713.40,458.59,850.24,863.67,817.73,899.40,810.01,836.66,861.21,436.62,538.32,867.74,862.99,867.65,938.96,909.50,1017.57,1063.00,520.93,518.55,508.70,372.83,448.32,436.40,577.88,
705.00,844.52,835.79,835.63,836.40,848.86,841.71,837.16,887.31,941.18,906.22,853.42,874.23,880.77,672.48,546.87,732.13,934.81,867.78,712.76,458.02,849.54,863.75,818.46,899.08,809.72,839.13,862.99,439.67,541.03,870.58,862.90,869.60,937.00,911.16,1016.48,1063.67,522.72,516.64,512.16,373.10,449.08,437.32,579.27,
706.00,844.57,835.75,834.30,838.34,850.69,840.53,837.10,892.00,944.31,904.88,856.92,874.67,883.80,673.34,548.48,731.45,936.00,866.79,706.86,458.75,853.08,863.25,817.49,898.75,811.05,845.29,863.67,441.80,539.98,868.03,862.53,869.48,937.88,916.60,1014.88,1063.14,526.99,517.98,514.55,373.28,448.75,438.33,579.06,
707.00,844.83,835.90,833.43,841.64,854.53,841.09,840.41,888.14,943.59,906.02,856.90,876.04,882.99,675.29,550.82,735.12,937.89,865.24,710.39,458.60,850.61,865.22,819.34,900.34,814.30,846.10,860.73,441.81,539.41,865.22,864.54,868.43,934.74,914.29,1014.52,1064.16,528.01,517.17,517.78,374.67,447.89,438.18,580.98,
708.00,844.21,836.86,836.36,839.48,857.44,842.88,841.59,887.37,940.13,908.60,856.29,875.63,882.43,676.57,548.44,734.27,935.37,868.89,715.42,459.00,848.29,864.18,821.17,899.79,818.90,847.63,860.71,442.69,541.23,868.23,864.97,869.83,931.97,914.82,1016.63,1066.12,527.50,515.08,519.32,374.68,448.42,439.07,580.60,
709.00,843.42,836.58,838.21,839.63,858.30,848.78,837.99,888.98,940.50,908.63,859.43,871.79,884.29,679.36,548.49,727.81,935.51,867.31,714.57,459.54,847.21,860.40,823.55,898.66,822.13,853.62,862.63,443.45,542.08,871.34,866.20,872.53,933.64,914.44,1017.62,1066.60,524.82,515.65,520.94,375.66,448.88,438.52,580.34,
710.00,838.94,839.12,837.54,842.79,854.29,851.28,840.02,887.72,941.71,910.08,858.56,873.20,884.25,679.06,552.12,727.53,941.47,868.93,713.86,459.24,851.04,863.85,824.25,900.50,820.81,853.10,863.61,439.08,539.79,874.60,866.81,872.78,933.02,912.38,1016.92,1067.90,523.78,516.67,519.90,377.25,449.51,437.34,581.78,
711.00,837.69,838.39,837.09,839.00,854.89,852.07,842.62,884.85,941.27,907.48,859.71,872.28,883.55,678.70,550.08,725.56,939.96,866.65,715.10,458.17,847.35,865.14,824.62,900.94,821.20,850.86,865.25,439.06,538.82,871.38,865.84,871.78,931.42,910.60,1015.18,1068.38,521.62,517.50,521.02,377.79,451.17,438.25,580.21,
712.00,835.90,837.97,839.59,838.74,852.21,854.42,837.29,881.28,939.70,905.71,853.43,866.27,884.98,677.42,547.84,721.46,934.51,867.54,715.64,457.64,847.34,862.58,823.59,899.13,820.89,848.16,862.85,440.30,541.13,872.81,865.46,871.95,932.35,910.22,1015.37,1063.42,516.65,517.20,518.10,377.23,450.82,437.81,578.79,
713.00,831.52,833.93,836.49,834.13,842.54,850.13,831.72,878.65,938.23,897.86,852.06,860.39,881.55,672.96,548.12,718.02,933.26,865.70,710.37,454.37,847.23,860.92,818.08,893.17,816.74,839.30,861.60,434.57,537.78,872.68,861.06,869.53,928.48,905.84,1010.76,1054.54,513.94,517.70,516.02,374.84,448.98,435.57,577.11,
714.00,824.83,826.05,824.21,829.47,834.73,842.59,826.81,872.58,929.29,886.98,844.99,854.36,871.79,665.25,542.42,714.07,926.23,854.82,702.76,449.82,842.69,855.87,809.71,884.67,807.48,832.10,853.38,426.33,528.77,859.00,853.57,860.15,922.05,902.79,998.14,1043.61,510.66,512.46,512.89,370.65,443.59,431.47,569.89,
715.00,815.67,813.06,811.31,815.87,821.12,826.98,812.49,852.99,913.56,875.46,829.30,843.71,859.71,657.70,530.33,705.32,911.49,842.25,698.40,442.94,828.57,840.62,796.82,870.01,799.22,818.48,837.00,420.35,521.09,843.47,839.85,844.49,909.25,888.04,986.87,1025.66,500.99,504.12,504.04,364.41,436.25,425.65,560.97,
716.00,801.75,797.18,798.76,798.67,802.71,811.14,797.09,838.17,896.09,859.14,812.89,828.16,842.29,643.94,518.78,687.73,893.64,828.52,682.38,432.48,810.97,823.33,773.83,849.49,781.02,801.48,822.28,410.30,511.86,828.95,822.98,828.69,892.67,871.69,966.57,1005.81,491.15,492.90,492.99,356.16,426.86,416.71,549.35,
717.00,787.03,780.76,780.21,784.21,784.21,792.32,779.80,825.55,878.52,841.45,802.04,814.47,822.26,632.21,509.16,674.02,875.63,807.17,660.22,422.78,793.92,803.16,755.24,830.52,765.36,787.75,808.22,400.82,498.34,809.34,802.43,809.42,873.63,854.13,944.98,983.66,484.54,478.59,481.56,348.26,417.32,406.21,537.35,
718.00,773.64,767.42,762.75,772.52,773.76,775.26,769.53,803.80,863.31,829.74,785.83,807.35,805.17,619.72,501.13,664.99,860.95,792.42,649.57,414.13,781.41,788.44,739.82,815.62,750.94,772.34,787.63,394.53,488.13,793.11,787.20,792.67,853.61,834.59,924.51,965.00,471.89,470.52,470.65,341.77,408.51,398.91,527.77,
719.00,760.86,756.42,754.43,760.51,764.53,766.12,760.86,792.00,853.45,819.08,772.18,794.77,796.46,610.02,492.79,652.90,846.57,785.14,639.61,407.37,769.01,776.22,726.87,802.53,740.62,759.61,775.48,394.97,486.78,782.71,774.21,785.55,843.31,821.87,915.32,954.16,466.57,466.15,462.11,337.19,403.96,395.06,520.88,
720.00,756.46,748.66,752.45,757.04,758.02,765.51,754.99,790.38,847.34,810.08,765.87,788.33,791.98,608.84,491.49,646.33,836.55,776.69,631.31,404.55,763.77,769.96,722.63,797.82,736.49,755.88,773.00,394.86,485.96,783.07,770.63,781.20,838.96,814.67,914.29,947.63,465.37,460.24,459.04,335.17,402.39,391.80,518.79,
721.00,753.37,746.94,747.00,755.00,756.42,762.16,753.95,788.86,844.00,809.93,765.69,784.70,787.28,601.91,490.31,647.19,836.84,777.01,628.61,403.96,766.74,769.75,724.61,795.92,730.46,748.63,771.33,389.35,484.83,783.96,767.43,781.65,835.37,808.51,910.68,944.33,463.61,460.29,456.44,334.30,399.94,389.51,517.40,
722.00,751.99,747.23,746.56,752.55,758.43,764.08,757.43,788.69,842.78,803.87,763.19,781.60,785.36,599.47,486.85,646.14,832.58,772.06,629.95,403.31,763.97,768.07,724.73,792.45,729.83,749.34,765.30,389.19,483.30,779.26,767.07,779.15,834.02,808.86,909.73,944.65,463.90,460.35,456.36,334.54,399.01,389.08,516.24,
723.00,750.68,745.56,749.15,751.13,756.97,762.81,757.06,786.78,839.72,803.62,757.59,774.12,784.53,600.27,485.05,644.31,828.27,773.00,631.83,403.45,761.06,766.71,723.74,791.05,728.81,748.35,764.96,391.08,484.47,781.56,767.74,778.12,834.56,808.96,908.64,943.80,462.11,458.21,459.28,334.85,399.11,387.58,514.21,
724.00,750.33,743.13,746.71,746.05,753.06,758.52,758.19,787.09,838.77,802.30,759.46,772.60,780.69,596.19,484.74,642.22,831.24,775.70,628.71,402.85,759.51,764.45,722.89,789.82,726.05,742.90,761.87,384.91,481.30,781.45,765.82,776.27,831.43,808.18,903.02,941.94,461.63,459.98,458.47,333.93,397.43,386.62,513.14,
725.00,750.36,744.05,743.65,751.35,755.83,759.22,755.75,789.41,838.99,801.18,757.01,770.17,779.13,594.98,481.31,643.31,835.17,771.18,627.40,403.42,758.16,766.34,721.91,791.48,724.72,743.48,759.82,382.64,475.10,772.51,766.18,773.49,830.28,810.06,896.86,941.23,460.18,459.00,459.17,333.37,395.99,385.97,511.53,
726.00,752.34,742.71,747.84,750.14,758.24,756.09,756.10,786.52,837.79,802.85,756.08,773.91,781.30,599.31,479.07,646.89,838.51,770.90,632.05,403.73,755.32,765.74,719.73,794.66,730.78,744.94,756.12,384.70,475.32,769.49,764.99,770.21,831.05,811.02,898.63,939.53,459.00,460.45,459.73,333.02,397.78,388.85,510.41,
727.00,753.22,745.95,749.51,748.03,756.05,755.30,755.90,787.19,837.37,803.53,758.12,774.30,782.60,596.63,477.61,643.54,841.83,776.52,633.46,404.23,753.97,765.24,723.38,794.78,727.84,744.90,761.84,384.70,478.80,770.58,764.65,771.92,830.69,812.14,900.90,942.91,460.55,461.58,460.10,332.81,398.89,390.34,509.49,
728.00,754.69,751.31,748.13,751.01,755.16,757.87,751.71,793.46,839.70,806.57,761.95,777.72,785.76,599.55,481.26,645.18,846.26,777.02,631.33,406.33,756.07,767.36,726.62,798.87,730.47,749.49,766.27,386.72,476.46,768.94,765.56,773.87,832.14,815.15,901.82,943.74,462.65,460.28,461.03,333.46,400.33,391.18,511.32,
729.00,756.74,756.18,750.22,754.69,761.94,760.37,757.57,790.99,842.08,808.96,765.11,783.45,787.73,602.06,483.78,653.71,849.71,779.54,636.67,407.90,761.57,772.56,727.62,802.34,733.56,750.79,768.94,389.30,477.72,771.17,768.47,778.42,833.79,813.61,899.32,947.89,466.91,463.65,462.36,335.30,402.80,393.79,512.29,
730.00,759.20,762.81,754.36,753.86,761.44,765.17,761.44,793.64,848.22,811.54,768.40,785.93,792.52,603.56,487.07,656.52,851.82,787.68,641.60,409.10,765.05,774.24,733.59,808.31,736.95,758.21,775.74,393.83,484.22,776.48,774.00,785.06,839.14,820.62,905.77,955.00,471.04,466.56,463.70,337.84,406.47,396.57,514.77,
731.00,765.32,769.09,762.32,763.11,765.53,772.16,766.78,802.83,858.15,818.47,773.40,790.68,799.05,614.88,495.26,663.44,855.23,793.03,647.05,412.99,773.05,778.99,738.35,814.80,746.65,767.53,784.70,401.57,488.53,789.36,783.34,793.85,846.89,827.44,914.36,962.91,476.59,467.80,469.86,342.76,410.90,398.62,520.82,
732.00,769.42,774.12,764.56,770.20,773.40,777.68,774.32,811.05,864.73,826.03,779.01,799.99,804.85,618.02,500.75,670.36,863.59,797.71,648.24,414.87,783.52,788.93,742.76,824.60,750.46,772.42,790.83,398.69,489.30,798.07,791.51,802.28,853.86,836.21,918.76,972.44,481.67,475.63,474.49,347.18,413.28,401.06,527.95,
733.00,773.34,776.43,769.97,775.64,780.88,782.46,782.03,813.38,868.76,827.64,783.14,805.41,807.28,623.31,501.53,675.74,868.76,794.14,655.23,417.00,786.59,794.14,752.23,831.41,756.07,780.17,795.17,402.74,493.88,802.00,797.47,808.43,863.12,843.47,928.26,981.84,487.17,479.98,476.61,351.76,416.58,404.23,531.35,
734.00,777.20,778.95,777.83,779.48,786.78,782.93,781.52,818.96,874.67,837.52,788.17,810.66,815.74,629.67,505.44,678.31,869.07,799.69,661.32,419.59,789.30,798.22,757.56,834.38,762.77,788.64,802.12,405.40,499.60,811.47,803.07,810.84,869.78,850.38,943.24,988.04,486.45,483.08,480.61,353.89,419.09,406.32,535.22,
735.00,777.12,777.27,783.17,778.88,786.46,781.17,783.25,824.98,874.48,841.96,794.51,809.96,818.60,625.79,505.33,676.02,872.73,803.15,658.78,420.88,793.35,799.40,759.37,834.53,763.35,789.99,802.60,402.07,500.81,816.09,801.84,811.72,874.04,851.30,947.20,991.52,487.18,488.49,484.59,355.92,419.57,407.88,538.06,
736.00,775.69,775.41,777.46,781.69,787.41,783.45,780.82,823.28,873.66,837.61,794.24,812.20,819.83,622.66,506.64,673.08,875.02,799.37,659.17,419.84,794.46,803.05,759.86,834.83,759.86,788.46,803.33,396.39,497.73,806.05,801.41,808.96,875.79,848.47,948.76,993.18,486.45,486.95,486.73,356.12,418.64,408.71,539.37,
737.00,777.33,772.89,779.16,778.10,785.94,777.86,775.76,815.97,873.68,841.05,793.52,813.37,821.20,624.06,505.52,674.72,870.54,802.40,662.18,419.03,790.64,803.96,756.96,830.59,760.36,787.51,802.40,399.24,501.08,802.41,797.44,804.48,875.77,844.44,947.57,993.01,482.53,487.75,486.19,354.80,419.24,409.43,537.26,
738.00,776.67,772.69,780.30,775.08,780.58,779.86,774.56,817.59,874.39,838.79,797.05,807.41,823.28,622.67,504.85,668.67,868.73,808.65,659.93,418.59,788.20,804.22,758.14,827.18,757.34,784.54,804.58,397.81,502.54,802.91,799.52,801.75,875.19,842.58,946.08,993.12,482.52,486.59,484.12,354.22,419.64,408.81,536.45,
739.00,775.36,772.54,776.12,777.23,778.48,780.92,772.10,817.50,874.48,835.40,795.71,806.67,822.19,622.77,507.24,668.98,873.47,808.03,655.33,417.82,789.88,807.60,757.26,830.33,756.88,784.69,805.67,397.35,496.60,797.72,796.96,801.03,872.85,842.49,945.10,990.19,484.39,484.45,485.26,355.60,420.10,407.67,536.83,
740.00,777.99,776.29,770.53,776.35,783.79,781.32,775.52,813.05,873.08,835.60,798.01,813.85,822.20,626.20,505.40,671.33,872.29,812.19,657.10,418.26,791.36,813.02,754.75,828.89,753.90,782.22,804.70,400.22,496.16,795.60,793.08,806.30,870.58,840.56,940.61,989.03,488.59,486.96,486.15,355.24,420.29,409.25,537.04,
741.00,779.28,779.11,769.70,776.03,784.58,783.56,775.68,813.85,872.37,838.66,793.99,811.79,821.03,625.61,503.43,671.99,869.80,815.04,661.37,420.68,790.06,807.85,759.09,832.84,755.84,788.69,804.26,406.07,500.70,803.41,798.44,812.48,870.14,848.92,944.41,991.29,489.57,489.40,485.81,355.45,422.53,409.32,538.34,
742.00,778.78,783.02,774.90,778.12,784.63,787.92,777.17,819.73,871.92,840.11,797.49,814.52,823.30,628.89,507.31,672.39,870.75,817.60,661.36,421.62,789.16,809.85,760.50,835.66,762.90,790.10,809.04,408.03,500.66,811.75,799.75,817.01,872.43,852.76,952.49,993.28,493.35,487.07,488.09,357.63,425.27,410.59,541.84,
743.00,781.77,786.57,773.70,783.48,790.32,787.47,782.01,822.51,872.05,841.34,798.80,820.07,820.15,624.34,507.82,676.08,875.31,820.39,659.54,421.02,792.52,809.96,757.73,838.56,760.01,791.38,808.98,405.79,497.63,813.31,795.71,820.88,874.09,856.25,948.65,991.35,497.14,485.17,493.31,358.96,425.35,412.28,544.42,
744.00,784.62,785.93,771.46,783.19,791.54,789.85,783.19,819.47,872.78,843.44,795.97,822.44,816.19,626.70,506.22,679.65,876.43,816.46,666.33,421.19,790.77,806.69,762.07,839.79,764.67,792.32,805.88,410.11,501.25,814.87,802.87,823.49,879.04,859.60,954.53,994.82,496.82,482.11,495.91,359.81,426.83,413.32,547.53,
745.00,783.60,783.79,776.52,783.66,791.13,782.93,781.88,821.68,876.30,847.21,797.74,819.63,815.20,630.00,510.72,684.61,878.28,817.31,666.23,420.10,790.40,808.85,764.89,838.94,771.37,794.45,808.46,415.31,503.44,823.60,807.79,822.61,877.35,859.31,960.60,996.76,494.38,481.22,497.89,358.79,427.93,414.28,546.68,
746.00,780.40,782.67,779.32,780.13,790.31,785.21,783.34,826.00,878.15,842.56,804.60,815.56,815.29,626.47,512.30,683.84,882.56,819.16,662.19,420.48,791.64,809.55,762.74,837.90,765.95,789.22,804.47,412.39,503.73,823.02,808.46,820.11,881.21,858.49,958.50,998.24,498.53,482.59,499.86,360.67,428.92,414.96,547.29,
747.00,777.96,783.62,772.76,781.74,790.19,786.92,784.60,824.66,883.26,841.26,800.15,814.81,814.33,625.96,516.92,686.41,886.52,811.93,666.61,420.90,800.15,810.06,763.81,841.70,766.66,788.82,799.69,407.86,501.83,813.36,811.96,820.91,878.97,853.46,955.45,999.87,498.04,481.97,501.80,361.59,427.50,414.66,546.65,
748.00,777.54,776.85,771.57,774.51,788.78,783.94,781.08,821.47,886.16,845.69,798.47,816.02,813.60,629.31,517.93,686.82,883.13,812.22,669.53,420.43,797.34,807.03,762.93,840.76,768.72,786.27,799.51,405.59,505.65,815.42,812.39,817.49,874.40,849.32,957.33,1003.42,494.06,488.01,495.53,359.27,426.79,415.35,543.72,
749.00,772.26,775.99,776.69,775.03,779.97,784.46,778.96,826.35,886.99,840.21,798.87,810.42,812.44,627.37,514.55,676.58,880.44,815.26,666.14,421.54,800.74,804.62,766.16,838.14,765.40,784.46,801.95,400.42,508.60,810.52,810.42,814.30,871.72,847.72,952.43,1004.00,494.44,493.18,492.37,359.80,427.59,413.90,540.72,
750.00,769.58,776.33,775.21,774.24,778.90,786.29,778.10,826.44,882.97,838.80,794.32,809.26,815.20,626.01,519.05,675.80,880.40,810.54,666.48,420.96,804.75,804.76,765.09,840.25,763.80,780.83,799.94,393.14,501.39,804.27,807.33,812.95,868.83,846.99,949.77,1003.25,492.23,492.87,488.06,361.15,426.42,412.54,543.85,
751.00,766.83,771.89,771.67,773.23,778.29,782.69,781.57,823.56,880.30,837.11,794.15,815.39,813.07,628.95,513.82,674.87,875.08,810.01,666.60,419.12,798.08,805.17,760.21,835.39,767.21,778.23,800.71,390.24,498.49,802.21,803.02,811.20,863.78,845.98,944.34,998.01,489.46,490.75,483.06,358.85,425.06,411.12,540.76,
752.00,766.40,770.29,774.23,772.45,778.33,782.38,775.32,821.66,874.72,836.41,788.39,810.33,812.70,631.29,505.81,667.98,868.88,813.12,668.57,418.58,789.74,804.16,762.13,832.14,765.26,778.12,803.95,394.03,501.75,804.54,802.21,809.40,867.19,850.07,949.25,994.32,484.20,489.87,479.17,356.91,425.12,410.50,537.43,
753.00,762.67,770.79,776.50,771.46,778.43,781.53,775.36,823.32,872.14,829.70,788.05,806.11,817.16,632.07,502.44,663.46,867.74,815.52,664.44,415.54,785.60,805.11,757.15,832.27,764.62,777.81,801.73,394.76,497.23,803.66,798.61,809.52,866.76,849.53,948.09,988.10,482.59,486.64,480.14,357.50,425.23,407.09,537.27,
754.00,765.01,765.88,771.50,769.70,782.56,777.88,775.72,819.69,868.60,830.40,791.02,805.22,817.63,626.19,502.68,662.24,869.68,812.69,656.17,413.90,782.36,802.18,750.48,831.38,759.19,777.72,801.93,392.24,489.13,799.04,792.50,808.93,863.86,851.97,937.08,979.10,486.98,482.19,483.21,355.70,423.33,404.14,535.62,
755.00,764.76,761.01,762.08,764.66,779.02,774.73,770.28,808.06,863.49,826.24,779.81,805.03,811.27,626.81,496.88,658.18,865.18,806.73,656.12,412.23,772.87,796.30,747.29,824.73,757.18,775.10,797.45,394.32,490.12,792.91,792.38,802.89,864.30,846.73,936.12,971.05,482.62,476.12,480.22,353.13,420.96,401.68,532.07,
756.00,749.05,744.62,747.07,743.15,762.29,756.39,750.02,788.80,844.75,811.88,762.77,781.46,794.69,612.60,487.43,642.54,846.21,792.22,638.59,402.89,758.35,778.49,731.87,806.47,738.75,760.35,778.00,387.78,480.54,779.97,773.60,783.88,845.25,827.59,919.36,951.27,471.21,468.75,471.21,345.16,410.55,395.04,517.94,
757.00,710.76,707.97,710.76,705.85,723.11,719.45,713.56,753.84,804.23,766.46,728.85,742.76,755.53,574.73,462.19,609.43,807.89,749.17,600.16,384.69,723.11,735.72,694.73,766.07,700.07,725.78,740.24,366.45,456.42,739.22,732.78,746.96,803.09,786.82,867.52,904.30,450.56,447.58,451.82,328.03,390.07,375.02,495.17,
758.00,664.09,658.36,654.48,659.34,670.27,671.37,665.94,694.27,747.04,715.23,676.99,697.41,702.67,531.21,434.49,571.42,754.79,688.20,561.53,358.33,677.97,683.99,651.31,710.65,652.35,674.96,685.90,338.00,426.46,685.84,685.84,692.78,745.24,725.46,808.94,844.40,413.95,414.94,419.91,305.15,361.13,349.28,461.60,
759.00,610.01,607.38,600.82,604.76,616.08,618.87,610.17,639.38,687.47,657.60,621.00,640.70,647.59,493.49,395.51,526.31,688.29,631.01,521.55,328.62,620.35,628.55,601.15,654.32,601.31,618.54,629.37,316.08,398.63,634.79,630.19,637.09,687.30,663.67,748.19,779.54,377.13,385.17,382.87,279.25,331.31,323.37,423.28,
760.00,555.36,555.31,550.81,556.68,560.12,565.43,552.18,589.48,625.96,595.61,568.34,580.18,592.83,445.48,359.60,474.46,624.98,572.94,472.27,299.16,564.06,572.50,553.00,596.82,549.23,562.86,574.81,290.58,368.35,579.41,571.35,580.39,625.03,605.64,682.38,710.42,345.80,352.58,349.57,254.81,302.23,293.72,385.72,
761.00,513.72,518.43,505.36,518.20,516.23,520.94,512.96,547.46,577.25,549.89,525.80,539.25,547.84,408.39,339.54,443.88,584.62,528.31,434.08,275.43,524.36,531.88,512.73,551.79,505.36,516.45,532.03,268.18,335.74,535.83,530.13,535.76,571.09,555.36,626.95,656.89,320.54,325.86,322.90,234.67,279.51,270.42,357.14,
762.00,496.82,497.14,485.26,499.44,501.26,501.46,497.66,527.87,557.38,531.32,506.21,518.61,525.02,398.01,327.20,428.35,563.00,508.86,417.10,264.46,502.41,513.66,495.04,528.82,486.61,496.35,510.84,263.36,324.23,517.14,511.36,518.61,551.95,538.76,602.76,632.78,309.02,312.67,308.87,225.99,269.41,259.97,342.68,
763.00,494.08,500.23,492.15,497.06,504.62,502.83,493.21,527.80,560.59,533.76,502.29,511.10,523.89,401.73,326.27,427.50,557.68,515.01,420.41,264.73,502.83,513.95,496.99,529.59,487.25,497.99,512.42,269.43,327.93,520.11,512.76,519.91,553.38,545.02,609.41,633.39,311.49,308.79,306.20,225.46,271.91,260.46,342.29,
764.00,507.19,516.18,505.48,505.90,511.60,512.89,506.65,541.61,570.70,545.90,518.93,523.34,533.45,407.72,336.80,435.43,573.28,531.75,426.53,268.69,517.60,526.17,503.78,537.16,493.04,506.77,526.46,269.41,330.64,533.16,521.05,532.16,563.00,559.59,622.32,650.91,320.94,314.24,310.95,230.73,277.94,266.07,349.88,
765.00,527.43,538.42,524.86,532.94,534.47,535.54,534.95,564.62,596.31,567.64,541.43,548.58,552.52,426.95,349.92,458.07,601.92,549.96,439.42,280.34,542.54,548.09,523.48,560.12,511.38,528.96,550.48,273.45,337.34,547.01,541.09,555.61,587.82,588.23,641.06,680.22,334.81,324.31,326.80,240.77,289.60,276.53,365.85,
766.00,554.12,565.24,551.06,559.17,564.69,561.94,559.95,585.19,628.40,601.60,565.75,578.64,580.14,455.29,365.87,482.11,629.44,578.09,471.23,296.33,572.29,576.59,551.34,593.28,546.01,562.93,581.15,286.53,359.80,576.85,573.06,586.20,625.58,620.31,685.71,715.56,345.68,341.58,345.16,254.90,304.83,292.49,387.40,
767.00,586.39,594.58,585.43,587.37,593.53,591.44,590.48,617.91,659.58,634.33,596.59,607.92,611.78,477.78,387.28,508.29,661.58,614.71,499.95,311.78,600.59,606.81,578.43,626.05,576.28,591.62,614.89,298.86,380.10,611.84,600.74,617.88,654.55,649.62,723.64,754.12,365.86,364.72,366.82,269.90,321.56,310.17,408.56,
768.00,615.54,620.87,612.89,617.38,620.44,621.47,617.18,651.74,690.80,660.74,628.03,643.97,645.60,498.77,404.90,535.38,697.13,641.11,519.02,330.72,629.65,639.05,603.68,661.34,601.83,624.75,647.46,307.37,395.71,636.41,627.80,649.08,688.13,684.27,752.55,789.58,385.29,383.23,388.14,283.51,336.28,324.58,430.51,
